company_name,year,Total Climate Incidents,Max Severity Score,GHG-Related Incidents,Pollution-Related Incidents,UNGC Principle 7 Violations,UNGC Principle 8 Violations,UNGC Principle 9 Violations
Abrdn Inc (formerly Aberdeen Standard Investments Inc),2023,1,1,1,0,1,1,1
AbsolutAire Inc,2019,1,1,0,1,1,1,1
Academy Securities Inc,2022,1,1,0,0,1,1,1
Academy of Art University (AAU),2020,1,1,0,0,1,1,1
Acadia Insurance Co,2016,1,1,0,1,1,1,1
Acadian Gas Pipeline System LLC,2022,1,2,1,1,1,1,1
Accenture LLP (formerly Anderson Consulting LLP),2015,1,1,0,0,1,1,1
Access Industries Inc,2021,1,1,0,1,1,1,1
Accurate Circuit Engineering Inc,2017,1,1,0,1,1,1,1
Accurate Truck Service LLC,2023,2,2,0,2,1,1,1
Accutest Laboratories of New England Inc,2015,1,1,0,1,1,1,1
Ace-Saginaw Paving Co,2023,1,1,0,1,1,1,1
Aceto Corp,2013,1,1,0,0,1,1,1
Achilles USA Inc,2020,1,1,0,1,1,1,1
Achilles USA Inc,2021,1,1,0,1,1,1,1
Acme Brick Co,2021,1,2,0,1,1,1,1
Acon Investments LLC,2010,1,2,0,1,1,1,1
Acon Investments LLC,2018,1,1,0,0,1,1,1
Acon Investments LLC,2023,1,1,0,1,1,1,1
Acoustic Geophysical Services,2012,1,2,0,0,1,1,1
Across-The-Way Productions Inc,2023,1,2,0,0,0,0,0
Action Manufacturing Co,2014,1,2,0,0,1,1,1
Active Energy Renewable Power LLC (AERP),2020,3,2,1,3,3,3,3
Active Energy Renewable Power LLC (AERP),2021,4,1,1,3,4,4,4
Active Energy Renewable Power LLC (AERP),2022,1,2,0,1,1,1,1
Activision Blizzard Inc (formerly Activision),2016,1,2,0,0,1,1,1
Acumen Public Affairs,2015,1,1,1,0,1,1,1
Acura Inc,2018,1,2,1,0,1,1,1
Acute Angling,2022,1,1,0,0,1,1,1
Adage Capital Management LP,2012,1,2,0,0,1,1,1
Adage Capital Management LP,2015,1,2,0,0,1,1,1
Adage Capital Management LP,2019,1,2,0,0,1,1,1
Adage Capital Partners LLC,2022,1,1,0,0,1,1,1
Adage LLC,2010,1,1,0,1,1,1,1
Adak Petroleum LLC,2015,1,1,0,1,1,1,1
Adams Land & Cattle Co,2012,1,1,0,1,1,1,1
Adams Steel LLC,2011,1,2,0,1,1,1,1
Adams Thermal Systems Inc,2020,1,1,0,1,1,1,1
Adco Global Inc,2015,1,2,0,0,1,1,1
Adelphia Gateway LLC,2019,2,1,1,0,2,2,2
Adept Plastic Finishing Inc,2018,1,1,0,0,1,1,1
Adirondack Farms,2012,2,1,0,0,0,0,0
Adler Pelzer Group,2022,1,1,0,1,1,1,1
Adon Farms Operations LLC (Adon Farms),2019,1,1,0,1,1,1,1
Adrian Smith + Gordon Gill Architecture,2021,1,1,0,1,1,1,1
Adsorbent Solutions LLC,2017,3,1,0,3,3,3,3
AdvanSix Inc,2017,1,2,1,1,1,1,1
AdvanSix Inc,2018,2,2,0,2,2,2,2
AdvanSix Inc,2021,1,2,1,1,1,1,1
AdvanSix Inc,2023,2,2,0,2,1,1,1
AdvanSix Resins & Chemicals LLC,2023,1,2,0,1,0,0,0
Advance Auto Parts Inc,2014,1,1,1,0,1,1,1
Advance Energy Partners LLC,2021,1,1,1,1,1,1,1
Advance Energy Partners LLC,2022,1,1,1,0,1,1,1
Advance Publications Inc,2022,1,1,1,0,1,1,1
Advance Realty Investors LLC,2019,1,1,0,1,1,1,1
Advanced Building Systems Inc,2020,1,1,0,1,1,1,1
Advanced Chemical Transport Inc (ACTenviro),2022,1,1,0,1,1,1,1
Advanced Chemical Treatment Inc,2019,1,1,0,1,1,1,1
Advanced Construction Technologies Corp,2017,1,1,0,1,1,1,1
Advanced Construction Technology Inc,2017,1,1,0,1,1,1,1
Advanced Disposal Services Arbor Hills Landfill Inc (ADSAHL),2017,1,1,0,1,1,1,1
Advanced Disposal Services Arbor Hills Landfill Inc (ADSAHL),2020,1,2,0,1,1,1,1
Advanced Disposal Services Arbor Hills Landfill Inc (ADSAHL),2022,2,1,0,2,2,2,2
Advanced Disposal Services Blue Ridge Landfill Inc,2016,1,1,0,0,1,1,1
Advanced Disposal Services Inc (formerly ADS Waste Holdings Inc),2012,1,1,0,0,1,1,1
Advanced Disposal Services Inc (formerly ADS Waste Holdings Inc),2016,2,1,0,0,2,2,2
Advanced Disposal Services Inc (formerly ADS Waste Holdings Inc),2017,1,1,0,1,1,1,1
Advanced Disposal Services Inc (formerly ADS Waste Holdings Inc),2019,3,2,0,2,3,3,3
Advanced Disposal Services Inc (formerly ADS Waste Holdings Inc),2020,2,2,0,2,2,2,2
Advanced Disposal Services Inc (formerly ADS Waste Holdings Inc),2022,2,1,0,2,2,2,2
Advanced Disposal Waste Holdings Corp (formerly ADStar Waste Holdings Corp),2017,1,1,0,1,1,1,1
Advanced Energy Industries Inc,2021,1,1,1,1,1,1,1
Advanced Energy Industries Inc,2022,1,1,1,0,1,1,1
Advanced Finishing Systems Inc,2013,1,2,0,0,1,1,1
Advanced Flow Engineering Inc (aFe),2021,1,1,0,1,1,1,1
Advanced Flow Engineering Inc (aFe),2022,1,1,0,1,1,1,1
Advanced Micro Devices Inc (AMD),2007,2,2,0,1,2,2,2
Advanced Micro Devices Inc (AMD),2014,2,1,0,2,2,2,2
Advanced Steel Recovery (ASR),2009,1,2,0,1,1,1,1
Advanced TENORM Services LLC,2016,1,1,0,0,1,1,1
Advanced TENORM Services LLC,2017,1,1,0,0,1,1,1
Advanced TENORM Services LLC,2020,1,1,0,0,1,1,1
Advantage Trim and Lumber,2014,1,2,1,0,1,1,1
Advent International LP (formerly Advent International Corp),2020,1,2,0,0,1,1,1
Advent International LP (formerly Advent International Corp),2021,1,1,1,1,1,1,1
Aera Energy LLC,2015,1,1,0,1,1,1,1
Aera Energy LLC,2016,4,2,0,3,4,4,4
Aera Energy LLC,2017,1,1,0,1,1,1,1
Aera Energy LLC,2018,1,2,0,1,1,1,1
Aera Energy LLC,2019,2,1,0,2,2,2,2
Aera Energy LLC,2020,1,1,0,1,1,1,1
Aera Energy LLC,2021,2,1,2,0,2,2,2
Aera Energy LLC,2022,1,1,1,1,1,1,1
Aera Energy LLC,2023,1,2,1,1,1,1,1
Aero Dynamics Inc,2016,1,1,0,1,1,1,1
Aero Operating LLC (Outworx Group),2021,1,2,0,1,1,1,1
Aerocraft Heat Treating Co Inc,2016,2,1,0,2,2,2,2
Aerocraft Heat Treating Co Inc,2017,3,2,0,3,3,3,3
Aerojet Rocketdyne Holdings Inc (formerly GenCorp Inc),2008,1,2,0,1,1,1,1
Aerojet Rocketdyne Holdings Inc (formerly GenCorp Inc),2012,2,2,0,1,2,2,2
Aerojet Rocketdyne Holdings Inc (formerly GenCorp Inc),2014,1,2,0,1,1,1,1
Aerojet Rocketdyne Holdings Inc (formerly GenCorp Inc),2015,1,2,0,0,1,1,1
Aerojet Rocketdyne Holdings Inc (formerly GenCorp Inc),2017,2,2,1,2,2,2,2
Aerojet-General Corp,2009,1,1,1,1,1,1,1
Aerojet-General Corp,2011,1,1,0,1,1,1,1
Aerojet-General Corp,2012,2,1,0,2,2,2,2
Aerojet-General Corp,2018,1,2,0,1,1,1,1
Aeropostale Inc,2021,1,1,0,1,1,1,1
Aerosols Danville Inc,2021,1,1,0,1,1,1,1
Aerospace Corp; The,2019,1,1,0,0,1,1,1
Aerospace Defense Coatings of Georgia Inc,2011,1,2,0,0,1,1,1
Aerotyme Inc,2019,1,2,0,0,1,1,1
Aerovox Corp,2012,4,2,0,4,4,4,4
Aethon Energy Operating LLC,2019,1,1,0,1,1,1,1
Aethon Energy Operating LLC,2020,4,1,1,3,4,4,4
Aethon Energy Operating LLC,2022,1,1,1,0,1,1,1
Aetna Inc,2008,2,2,1,0,2,2,2
Aetna Inc,2009,1,2,0,1,1,1,1
Aetna Inc,2012,1,1,0,0,1,1,1
Aetna Inc,2013,2,1,0,1,2,2,2
Aetna Inc,2015,4,2,0,0,4,4,4
Aetna Inc,2016,1,1,0,1,1,1,1
Aetna Inc,2017,2,1,1,1,2,2,2
Aetna Inc,2018,2,1,0,1,2,2,2
Aetna Inc,2022,1,1,1,0,1,1,1
Affiliated Managers Group Inc (AMG),2012,1,2,0,0,1,1,1
Affiliated Managers Group Inc (AMG),2015,1,2,0,0,1,1,1
Affiliated Managers Group Inc (AMG),2016,1,2,0,1,1,1,1
Affiliated Managers Group Inc (AMG),2019,1,2,1,0,1,1,1
Affiliated Managers Group Inc (AMG),2020,2,3,2,1,2,2,2
Affiliated Managers Group Inc (AMG),2022,2,1,1,0,2,2,2
Affiliated Managers Group Inc (AMG),2023,1,2,1,0,1,1,1
Affordable Towing of Springfield LLC (Affordable Towing),2023,1,2,0,1,1,1,1
Africa Fortesa Corp,2020,1,1,0,1,1,1,1
Africa Sustainable Energy Corp,2013,1,2,0,0,1,1,1
African Agriculture Inc,2023,1,3,0,0,1,1,1
African Palm Corp,2018,1,1,0,0,1,1,1
Afton Chemical Corp,2018,1,1,0,1,1,1,1
Ag Real Value Fund TC LLC,2012,1,1,0,0,1,1,1
AgReliant Genetics LLC,2022,1,2,0,0,1,1,1
Aggregate Inc,2013,1,1,0,1,1,1,1
Aggregate Industries Management Inc,2008,1,1,0,1,1,1,1
Aggregate Industries Management Inc,2009,2,1,0,1,2,2,2
Aggregate Industries Management Inc,2020,1,1,0,1,1,1,1
Aghorn Operating Inc,2022,1,2,0,1,1,1,1
Agilent Technologies Inc,2007,1,2,0,0,1,1,1
Agilent Technologies Inc,2018,2,1,0,2,2,2,2
Agilyx Corp,2019,1,1,1,1,1,1,1
Agilyx Corp,2021,1,1,1,1,1,1,1
Agra Resources LLC (Poet Biorefining - Glenville),2022,1,1,0,1,1,1,1
Agri Beef Co,2010,1,2,0,1,1,1,1
Agri General Insurance Co,2017,1,1,0,0,1,1,1
Agri Star Meat & Poultry LLC,2016,1,1,0,1,1,1,1
Agri Star Meat & Poultry LLC,2018,1,2,0,1,1,1,1
Agri-Energy LLC,2022,1,1,0,1,1,1,1
Agri-Mark Inc,2012,2,1,0,0,0,0,0
Agri-Mark Inc,2016,3,2,0,0,1,1,1
AgriCapital Corporation,2010,1,1,0,0,1,1,1
AgriSol Energy LLC,2012,2,2,0,1,2,2,2
AgriSol Energy LLC,2013,1,2,0,0,1,1,1
Agriculture Bag & CHK,2015,1,2,0,1,1,1,1
Agrifos Fertilizer Inc,2008,1,2,0,0,1,1,1
Agrifos Fertilizer Inc,2010,3,1,0,3,3,3,3
Agrifos Fertilizer Inc,2012,1,1,1,0,1,1,1
Agrifos Fertilizer Inc,2018,1,2,0,1,1,1,1
Agrigenetics Inc (Mycogen Seeds),2014,1,1,0,1,1,1,1
Agriliance Llc,2013,1,1,0,1,1,1,1
Agriprocessors Inc,2008,3,3,0,1,1,1,1
Agrium US Inc,2021,1,2,0,1,1,1,1
Agro Distribution LLC,2013,1,1,0,1,1,1,1
Ahlstrom Nonwovens LLC,2018,1,1,0,1,1,1,1
Ahlstrom-Munksjo NA Specialty Solutions LLC,2014,1,1,0,1,1,1,1
Ahlstrom-Munksjo NA Specialty Solutions LLC,2018,1,2,0,1,1,1,1
Ahlstrom-Munksjo NA Specialty Solutions LLC,2020,1,1,0,1,1,1,1
Ahold Delhaize,2020,1,1,0,0,0,0,0
Ahold Delhaize,2023,3,2,2,0,2,2,2
Ahold Delhaize USA Inc,2023,1,1,1,1,1,1,1
Air Liquide America LP (formerly Air Liquide America Corp),2017,1,1,0,1,1,1,1
Air Liquide America LP (formerly Air Liquide America Corp),2018,2,1,0,2,2,2,2
Air Liquide America LP (formerly Air Liquide America Corp),2021,1,2,0,1,1,1,1
Air Liquide Large Industries US LP,2012,1,1,1,0,1,1,1
Air Liquide Large Industries US LP,2016,1,1,0,1,1,1,1
Air Liquide Large Industries US LP,2020,1,2,0,1,1,1,1
Air Liquide Large Industries US LP,2022,1,1,0,1,1,1,1
Air Products and Chemicals Inc,2010,2,1,0,2,2,2,2
Air Products and Chemicals Inc,2011,1,1,1,0,1,1,1
Air Products and Chemicals Inc,2012,2,1,1,1,2,2,2
Air Products and Chemicals Inc,2013,2,1,1,1,2,2,2
Air Products and Chemicals Inc,2014,1,2,1,0,1,1,1
Air Products and Chemicals Inc,2015,1,1,0,1,1,1,1
Air Products and Chemicals Inc,2017,1,1,1,0,1,1,1
Air Products and Chemicals Inc,2019,1,2,1,0,1,1,1
Air Products and Chemicals Inc,2021,1,2,1,1,1,1,1
Air Products and Chemicals Inc,2022,1,1,1,1,1,1,1
Air Products and Chemicals Inc,2023,5,2,4,2,3,3,3
Air Transport International Inc (ATI),2015,1,1,0,0,0,0,0
Air Transport Services Group Inc (ATSG),2015,2,1,0,0,0,0,0
AirNet Systems Inc,2011,1,2,0,0,0,0,0
AirTran Airways,2013,1,1,1,0,1,1,1
Airbase Carpet Mart Inc,2022,1,2,1,1,1,1,1
Airbnb Inc (Airbnb),2018,1,1,1,0,1,1,1
Airbnb Inc (Airbnb),2019,1,1,0,1,1,1,1
Airbnb Inc (Airbnb),2020,2,1,1,1,2,2,2
Aircraft Service International Group (ASIG),2015,1,2,0,1,1,1,1
Aircraft Service International Group (ASIG),2021,1,1,0,1,1,1,1
Airgas Inc,2012,1,1,0,1,1,1,1
Airgas Inc,2020,1,2,0,1,1,1,1
Airgas Specialty Products,2014,1,2,0,1,1,1,1
Airgas USA LLC,2020,1,2,0,1,1,1,1
Airline Avenue Realty LLC,2020,1,1,0,1,1,1,1
Airview Utilities LLC,2015,1,1,0,1,1,1,1
Ajax Materials Corp,2021,4,2,0,4,4,4,4
Ajax Materials Corp,2022,2,1,0,2,2,2,2
Ajax Materials Corp,2023,2,1,0,2,0,0,0
Ajinomoto Animal Nutrition Group Inc,2016,1,1,0,1,1,1,1
Ajinomoto Heartland Inc,2016,1,1,0,1,1,1,1
Akam Asset,2014,1,2,0,1,1,1,1
Akamai Technologies Inc,2010,1,1,0,0,1,1,1
Akamai Technologies Inc,2012,1,1,0,0,1,1,1
Akamai Technologies Inc,2015,1,1,0,0,1,1,1
Akamai Technologies Inc,2017,1,1,0,1,1,1,1
Akron Iron & Metal LLC,2011,1,1,0,1,1,1,1
Akzo Nobel Chemicals Inc,2008,1,1,0,1,1,1,1
Akzo Nobel Coatings Inc,2014,1,1,0,1,1,1,1
Akzo Nobel Coatings Inc,2016,1,1,0,1,1,1,1
Akzo Nobel Inc,2008,1,1,0,1,1,1,1
Akzo Nobel Inc,2012,1,1,0,1,1,1,1
Al Dahra ACX Global Inc,2023,1,1,0,0,0,0,0
Alabama Biodiesel Corp,2008,1,1,0,1,1,1,1
Alabama Gas Corp (Alagasco),2022,1,2,1,1,1,1,1
Alabama Power Co,2008,1,2,0,1,1,1,1
Alabama Power Co,2009,1,2,0,1,1,1,1
Alabama Power Co,2011,2,2,0,2,2,2,2
Alabama Power Co,2012,7,2,3,3,7,7,7
Alabama Power Co,2013,5,2,1,3,5,5,5
Alabama Power Co,2014,4,2,2,3,4,4,4
Alabama Power Co,2017,1,1,0,1,1,1,1
Alabama Power Co,2018,1,1,0,1,1,1,1
Alabama Power Co,2019,3,1,0,3,3,3,3
Alabama Power Co,2020,3,1,0,3,3,3,3
Alabama Power Co,2021,4,2,2,2,4,4,4
Alabama Power Co,2022,5,1,1,5,5,5,5
Alabama Power Co,2023,5,3,1,3,4,4,4
Alabama River Pulp Co Inc,2013,1,2,0,1,1,1,1
Alacer Gold Corp (formerly Anatolia Minerals Development),2022,3,2,0,3,3,3,3
Aladdin Manufacturing Corp (Mohawk Rug and Textile; formerly Mohawk Manufacturing Corp),2017,1,1,0,1,1,1,1
Alaffia Sustainable Skin Care,2008,1,2,0,0,1,1,1
Alamance Aggregates LLC,2021,1,1,0,0,1,1,1
Alamo Concrete Products Co,2021,1,1,0,1,1,1,1
Alamo Group Inc,2020,1,1,0,1,1,1,1
Alaris Construction LLC,2020,1,1,0,1,1,1,1
Alaska Air Group Inc,2008,1,1,0,0,1,1,1
Alaska Air Group Inc,2013,1,1,1,0,1,1,1
Alaska Air Group Inc,2015,1,2,0,0,1,1,1
Alaska Air Group Inc,2017,1,1,0,0,0,0,0
Alaska Air Group Inc,2018,2,1,1,0,1,1,1
Alaska Air Group Inc,2019,3,1,1,0,1,1,1
Alaska Air Group Inc,2020,6,1,0,1,1,1,1
Alaska Air Group Inc,2021,6,1,1,1,2,2,2
Alaska Air Group Inc,2022,2,1,1,1,1,1,1
Alaska Air Group Inc,2023,2,2,0,1,1,1,1
Alaska Airlines Inc,2008,1,1,0,0,1,1,1
Alaska Airlines Inc,2013,1,1,1,0,1,1,1
Alaska Airlines Inc,2017,1,1,0,0,0,0,0
Alaska Airlines Inc,2018,2,1,1,0,1,1,1
Alaska Airlines Inc,2019,3,1,1,0,1,1,1
Alaska Airlines Inc,2020,5,1,0,0,0,0,0
Alaska Airlines Inc,2021,6,1,1,1,2,2,2
Alaska Airlines Inc,2022,3,1,1,1,1,1,1
Alaska Airlines Inc,2023,2,2,0,1,1,1,1
Alaska Earth Sciences Inc,2015,1,1,0,0,1,1,1
Alaska Energy Authority Inc (AEA),2014,1,2,0,0,1,1,1
Alaska Energy Authority Inc (AEA),2016,1,1,0,0,1,1,1
Alaska Energy Services LLC,2009,1,1,0,1,1,1,1
Alaska Energy Services LLC,2010,1,2,0,1,1,1,1
Alaska Energy Services LLC,2013,1,2,1,1,1,1,1
Alaska Energy Services LLC,2014,1,1,0,1,1,1,1
Alaska Energy Services LLC,2015,1,1,0,1,1,1,1
Alaska Gasline Development Corp (AGDC),2018,1,1,1,1,1,1,1
Alaska Gasline Development Corp (AGDC),2019,1,1,0,0,1,1,1
Alaska Gasline Development Corp (AGDC),2020,1,1,0,0,1,1,1
Alaska Gasline Development Corp (AGDC),2023,6,3,5,1,4,4,4
Alaska Gold Co.,2009,1,1,0,1,1,1,1
Alaska Industrial Development and Export Authority (AIDEA),2021,3,1,0,1,3,3,3
Alaska Industrial Development and Export Authority (AIDEA),2022,3,1,1,1,3,3,3
Alaska Industrial Development and Export Authority (AIDEA),2023,1,2,1,1,1,1,1
Alaska LNG Project LLC,2023,1,1,1,0,1,1,1
Alaska Permanent Fund Corp (APFC),2022,1,2,1,1,1,1,1
Alaska Petroleum Distributing Inc,2015,1,1,0,1,1,1,1
Alaska Petroleum Distributing Inc,2016,1,1,0,1,1,1,1
Alaska Pipeline Co,2022,1,2,1,1,1,1,1
Alaska Railroad Corporation,2009,1,1,0,1,1,1,1
Alaska Railroad Corporation,2010,1,2,0,1,1,1,1
Alaska Railroad Corporation,2013,1,2,1,1,1,1,1
Alaska Railroad Corporation,2014,1,1,0,1,1,1,1
Alaska Railroad Corporation,2015,1,1,0,1,1,1,1
Alaska Railroad Corporation,2017,1,1,0,0,1,1,1
Albany Engineered Composites Inc (formerly Albany International Techniweave),2016,1,1,0,1,1,1,1
Albany Environmental Consultants LLC,2018,1,1,0,1,1,1,1
Albany International Corp,2016,1,1,0,1,1,1,1
Albaugh LLC (Agri Star Crop Protection),2016,1,1,0,1,1,1,1
Albaugh LLC (Agri Star Crop Protection),2019,1,1,0,0,1,1,1
Albea Americas Inc (formerly Twist Beauty Packaging US Inc),2013,1,1,0,1,1,1,1
Albea Americas Inc (formerly Twist Beauty Packaging US Inc),2015,1,2,0,1,1,1,1
Albea Americas Inc (formerly Twist Beauty Packaging US Inc),2018,2,2,0,2,2,2,2
Albea Thomaston Inc,2013,1,1,0,1,1,1,1
Albea Thomaston Inc,2015,1,2,0,1,1,1,1
Albea Thomaston Inc,2018,2,2,0,2,2,2,2
Albemarle Corp,2012,1,1,1,0,1,1,1
Albemarle Corp,2014,1,1,0,0,1,1,1
Albemarle Corp,2016,2,1,0,1,2,2,2
Albemarle Corp,2017,1,2,0,1,1,1,1
Albemarle Corp,2018,7,1,0,0,7,7,7
Albemarle Corp,2019,6,2,0,1,6,6,6
Albemarle Corp,2020,4,2,0,2,4,4,4
Albemarle Corp,2021,6,2,1,1,6,6,6
Albemarle Corp,2022,14,2,1,2,14,14,14
Albemarle Corp,2023,8,3,0,2,6,6,6
Albert D. Seeno Construction Co (Seeno Homes; AD Seeno Construction),2021,1,1,0,0,1,1,1
Alberto-Culver Co,2008,1,2,0,0,1,1,1
Alberto-Culver Co,2014,1,1,0,1,1,1,1
Albertos Gold Corp,2013,1,1,0,0,1,1,1
Albertsons Companies Inc (Albertsons Inc),2012,1,1,1,0,1,1,1
Albertsons Companies Inc (Albertsons Inc),2014,1,1,0,0,1,1,1
Albertsons Companies Inc (Albertsons Inc),2018,1,1,0,0,1,1,1
Albertsons Companies Inc (Albertsons Inc),2020,5,1,0,0,0,0,0
Albertsons Companies Inc (Albertsons Inc),2021,4,1,1,0,1,1,1
Albertsons Companies Inc (Albertsons Inc),2022,1,1,0,0,0,0,0
Albertsons Companies Inc (Albertsons Inc),2023,3,2,1,0,3,3,3
Albertsons Companies LLC,2016,1,3,0,0,1,1,1
Albertsons Companies LLC,2019,1,3,0,1,1,1,1
Albertsons Investor Holdings LLC,2018,1,1,0,0,1,1,1
Albuquerque Bernalillo County Water Utility Authority,2014,1,2,0,1,1,1,1
Alco Inc,2011,1,1,0,1,1,1,1
Alcoa Allowance Management Inc,2013,1,1,0,1,1,1,1
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2007,4,1,0,2,4,4,4
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2008,12,2,0,4,12,12,12
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2009,14,3,4,9,14,14,14
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2010,12,2,1,8,12,12,12
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2011,12,2,2,7,12,12,12
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2012,7,2,0,2,7,7,7
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2013,9,2,2,4,9,9,9
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2014,8,2,1,5,8,8,8
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2015,6,2,2,2,6,6,6
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2016,5,2,1,3,5,5,5
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2017,7,2,2,4,7,7,7
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2018,11,2,0,8,11,11,11
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2019,12,3,3,8,12,12,12
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2020,2,2,1,1,2,2,2
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2021,9,2,3,7,9,9,9
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2022,7,2,2,6,7,7,7
Alcoa Corp (Alcoa; Aluminum Company of America; formerly Alcoa Upstream Corp),2023,14,3,2,9,4,4,4
Alcoa Generating Corp,2012,1,2,0,1,1,1,1
Alcoa Power Generating Inc,2010,1,1,0,0,1,1,1
Alcoa World Alumina LLC,2014,1,2,0,1,1,1,1
Alcoa World Alumina LLC,2018,1,2,0,1,1,1,1
Alcoa World Alumina LLC,2022,1,2,1,1,1,1,1
Alcolac Inc,2017,1,1,0,1,1,1,1
Alden Leeds Inc,2019,1,1,0,1,1,1,1
Alden Shoe Co,2021,1,2,0,0,1,1,1
Alder Midstream LLC,2020,1,2,1,0,1,1,1
Aldi Inc (Aldi US),2022,3,2,0,1,2,2,2
Aldi Inc (Aldi US),2023,2,1,0,0,1,1,1
Aleris International Inc,2009,1,1,0,1,1,1,1
Aleris International Inc,2018,1,1,0,1,1,1,1
Aleris Rolled Products Inc,2018,1,1,0,1,1,1,1
Aleut Corp; The,2015,1,1,0,1,1,1,1
Aleut Enterprise LLC,2015,1,1,0,1,1,1,1
Alex Energy Inc,2009,1,1,0,0,1,1,1
Alex Energy Inc,2012,1,1,0,1,1,1,1
Alex Energy Inc,2013,1,1,0,1,1,1,1
Alex Energy Inc,2014,3,1,0,3,3,3,3
Alexander & Baldwin Inc (A&B),2010,2,1,0,0,2,2,2
Alexander & Baldwin Inc (A&B),2015,2,2,0,1,2,2,2
Alexander & Baldwin Inc (A&B),2020,1,1,0,0,1,1,1
Alexander Wang Inc,2021,1,2,1,0,1,1,1
Alexandre Birman Inc,2020,1,1,0,0,0,0,0
Alexandria Lake Area Sanitary District,2012,1,2,0,1,1,1,1
Alexco Oil and Gas,2011,1,1,0,1,1,1,1
Algenol LLC,2011,1,1,1,0,1,1,1
Algert Coldiron Investors (ACI),2012,1,2,0,0,1,1,1
Algonquin GAS Transmission Co,2022,1,2,1,1,1,1,1
Algonquin Gas Transmission LLC,2013,1,1,0,1,1,1,1
Algonquin Gas Transmission LLC,2014,2,1,1,1,2,2,2
Algonquin Gas Transmission LLC,2015,3,1,1,3,3,3,3
Algonquin Gas Transmission LLC,2016,2,1,0,1,2,2,2
Algonquin Gas Transmission LLC,2017,1,1,0,1,1,1,1
Algonquin Gas Transmission LLC,2018,2,1,1,0,2,2,2
Algonquin Gas Transmission LLC,2019,5,1,0,4,5,5,5
Algonquin Gas Transmission LLC,2020,2,1,1,1,2,2,2
Algonquin Gas Transmission LLC,2021,4,1,0,3,4,4,4
Alight Solutions LLC (Alight),2019,1,1,0,1,1,1,1
Align RNG LLC,2020,1,1,0,1,1,1,1
Align RNG LLC,2021,3,1,0,3,3,3,3
Aligned Data Centers LLC,2023,1,1,0,1,1,1,1
Alignment Healthcare Inc,2018,1,1,0,1,1,1,1
"Alison Raffaele Cosmetics, Inc.",2008,1,2,0,0,1,1,1
Aljoma Lumber Inc,2014,1,2,1,0,1,1,1
All American Asphalt,2020,1,1,0,1,1,1,1
All American Asphalt,2021,2,1,0,2,2,2,2
All American Asphalt,2022,2,1,0,2,2,2,2
All American Group Inc (formerly Coachmen Industries Inc),2020,1,1,0,0,1,1,1
All American Waste,2020,1,1,0,1,1,1,1
All City Animal Trapping,2020,1,1,0,0,1,1,1
All County Mobile Concrete Inc,2023,1,1,0,1,0,0,0
All Regional Recyclers of Wood LLC,2020,2,1,0,2,2,2,2
All Star Metals LLC,2016,1,1,0,1,1,1,1
All-Star Transportation,2022,1,1,0,1,1,1,1
AllEnergy Corp (All Energy Corp; formerly ALL Fuels & Energy Co),2017,3,1,0,3,3,3,3
AllEnergy Corp (All Energy Corp; formerly ALL Fuels & Energy Co),2018,1,1,0,1,1,1,1
AllEnergy Sand LLC,2017,2,1,0,2,2,2,2
AllEnergy Sand LLC,2018,1,1,0,1,1,1,1
AllEnergy Silica,2014,1,1,0,0,1,1,1
AllFinancial Group,2022,1,1,1,1,1,1,1
Allan Co Inc,2016,1,1,0,1,1,1,1
Allan Myers Inc,2020,1,1,0,1,1,1,1
Allan's Waste Water Service,2011,1,2,0,1,1,1,1
Allan's Waste Water Service,2012,1,1,0,1,1,1,1
Allbirds Inc,2020,1,1,0,1,1,1,1
Allbirds Inc,2021,2,1,2,0,2,2,2
Allegheny County Sanitary Authority (Alcosan),2018,1,1,0,1,1,1,1
Allegheny Energy Inc,2009,1,2,0,1,1,1,1
Allegheny Energy Inc,2010,3,2,0,3,3,3,3
Allegheny Energy Inc,2011,6,2,0,5,6,6,6
Allegheny Energy Inc,2012,3,2,0,3,3,3,3
Allegheny Energy Inc,2013,5,2,1,5,5,5,5
Allegheny Energy Inc,2014,1,2,0,1,1,1,1
